"Event.Index";"UTC.Timestamp";"UTC.Date";"Local.Timestamp";"Local.Timezone";"Local.Date";"Experiment.ID";"Experiment.Version";"Tree.Node.Key";"Repeat.Key";"Schedule.ID";"Participant.Public.ID";"Participant.Private.ID";"Participant.Starting.Group";"Participant.Status";"Participant.Completion.Code";"Participant.External.Session.ID";"Participant.Device.Type";"Participant.Device";"Participant.OS";"Participant.Browser";"Participant.Monitor.Size";"Participant.Viewport.Size";"Checkpoint";"Task.Name";"Task.Version";"counterbalance.9qvq";"checkpoint.ngg1";"checkpoint.nubw";"checkpoint.t5ey";"Question.Key";"Response"
"3";1591198883695;"03/06/2020 15:41:23";1591198883075;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"sex-quantised";"1"
"4";1591198883695;"03/06/2020 15:41:23";1591198883075;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"age";"20"
"5";1591198883695;"03/06/2020 15:41:23";1591198883075;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"6";1591198883695;"03/06/2020 15:41:23";1591198883075;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"7";1591198883695;"03/06/2020 15:41:23";1591198883075;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"response-2-text";""
"8";1591198883695;"03/06/2020 15:41:23";1591198883075;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"response-3";"Spanish"
"9";1591198883695;"03/06/2020 15:41:23";1591198883075;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"country";"Mexico"
"10";1591198883695;"03/06/2020 15:41:23";1591198883075;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"education";"Some university/higher education but no degree"
"11";1591198883695;"03/06/2020 15:41:23";1591198883076;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"education-quantised";"4"
"12";1591198883695;"03/06/2020 15:41:23";1591198883076;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"psyKnowledge";"Not at all"
"13";1591198883695;"03/06/2020 15:41:23";1591198883076;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"1"
"14";1591198883695;"03/06/2020 15:41:23";1591198883076;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"comment";""
"15";1591198883695;"03/06/2020 15:41:23";1591198883076;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"52868"
"1";1591199279292;"03/06/2020 15:47:59";1591199277858;-5;"03/06/2020 10:47:57";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1920x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"2";1591199354710;"03/06/2020 15:49:14";1591199353297;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"sex";"male"
"3";1591199354912;"03/06/2020 15:49:14";1591199353301;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"sex-quantised";"1"
"4";1591199354912;"03/06/2020 15:49:14";1591199353301;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"age";"23"
"5";1591199354912;"03/06/2020 15:49:14";1591199353302;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"6";1591199354912;"03/06/2020 15:49:14";1591199353302;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"7";1591199354912;"03/06/2020 15:49:14";1591199353302;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-2-text";""
"8";1591199354912;"03/06/2020 15:49:14";1591199353304;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-3";"Spanish"
"9";1591199354912;"03/06/2020 15:49:14";1591199353304;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"country";"Mexico"
"10";1591199354912;"03/06/2020 15:49:14";1591199353304;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"education";"Bachelor degree"
"11";1591199354912;"03/06/2020 15:49:14";1591199353305;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"education-quantised";"5"
"12";1591199354912;"03/06/2020 15:49:14";1591199353305;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge";"Some knowledge as amateur"
"13";1591199354912;"03/06/2020 15:49:14";1591199353305;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"2"
"14";1591199354912;"03/06/2020 15:49:14";1591199353305;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"comment";""
"15";1591199354912;"03/06/2020 15:49:14";1591199353306;-5;"03/06/2020 10:49:13";18619;2;"questionnaire-b579";NA;5293039;"5e5c993cd0394c474f7cc502";1490946;NA;"complete";NA;"5ed7be81c3b86227bf94b203";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x1007";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"75448"
"1";1591194118307;"03/06/2020 14:21:58";1591194121700;1;"03/06/2020 15:22:01";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1366x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"2";1591194158210;"03/06/2020 14:22:38";1591194161670;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"sex";"female"
"3";1591194158288;"03/06/2020 14:22:38";1591194161675;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"sex-quantised";"2"
"4";1591194158288;"03/06/2020 14:22:38";1591194161675;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"age";""
"5";1591194158288;"03/06/2020 14:22:38";1591194161676;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"response-2";"left-handed"
"6";1591194158288;"03/06/2020 14:22:38";1591194161677;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"response-2-quantised";"2"
"7";1591194158288;"03/06/2020 14:22:38";1591194161677;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"response-2-text";""
"8";1591194158288;"03/06/2020 14:22:38";1591194161678;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"response-3";"English"
"9";1591194158288;"03/06/2020 14:22:38";1591194161678;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"country";"England"
"10";1591194158288;"03/06/2020 14:22:38";1591194161679;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"education";"High school diploma"
"11";1591194158288;"03/06/2020 14:22:38";1591194161679;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"education-quantised";"3"
"12";1591194158288;"03/06/2020 14:22:38";1591194161680;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"psyKnowledge";"Not at all"
"13";1591194158288;"03/06/2020 14:22:38";1591194161681;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"1"
"14";1591194158288;"03/06/2020 14:22:38";1591194161681;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"comment";""
"15";1591194158288;"03/06/2020 14:22:38";1591194161682;1;"03/06/2020 15:22:41";18619;2;"questionnaire-b579";NA;5290630;"5ed66b4716a53408d5cc7448";1490400;NA;"complete";NA;"5ed7aa67a58a9707612736e7";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"39982"
"1";1591193913522;"03/06/2020 14:18:33";1591193912174;2;"03/06/2020 16:18:32";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1920x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"2";1591193971491;"03/06/2020 14:19:31";1591193970204;2;"03/06/2020 16:19:30";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"sex";"male"
"3";1591193971600;"03/06/2020 14:19:31";1591193970206;2;"03/06/2020 16:19:30";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"sex-quantised";"1"
"4";1591193971600;"03/06/2020 14:19:31";1591193970207;2;"03/06/2020 16:19:30";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"age";"18"
"5";1591193971600;"03/06/2020 14:19:31";1591193970207;2;"03/06/2020 16:19:30";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"6";1591193971600;"03/06/2020 14:19:31";1591193970207;2;"03/06/2020 16:19:30";18619;2;"questionnaire-b579";NA;5290552;"5eb40e49245b8622104636ec";1490392;NA;"complete";NA;"5ed7aae04ea9bd24f558f2a3";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
